hotel_id,name,address,category,location,lat,lng,reviews,room type,price per night (pounds),disability_access,review_users,swimming_pool,breakfast_available,michelin_restaurant,distance_centre
23,ZÉBRA SQUARE,3 PLACE CLEMENT ADER- PARIS- 75016- FRANCE,accommodation,Paris,48.851551064296,2.2778719109818,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=215495,Double,190.08,VRAI,3,VRAI,VRAI,FAUX,1.87433817689863
24,HOTEL ALIZÉ GRENELLE PARIS,87- AVENUE EMILE ZOLA- PARIS- 75015- FRANCE,accommodation,Paris,48.8467371224,2.28786458207,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=215498,Single,70.4,FAUX,0,FAUX,VRAI,FAUX,2.2998018292934
25,HOTEL KEPPLER PARIS,10 RUE KEPLER- PARIS- FRANCE,accommodation,Paris,48.869843,2.297284,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=215500,Double,117.92,VRAI,4,FAUX,VRAI,FAUX,2.61826467353046
26,TOUR EIFFEL,TOUR EIFFEL- 75015 PARIS- FRANCE,accommodation,Paris,48.857269,2.291018,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=215501,Twin,95.04,FAUX,4,FAUX,FAUX,FAUX,2.44919672708881
27,NOVOTEL PARIS 17 PORTE D'ASNIÈRES,34 AV PORTE D 'ASNIÈRES- PARIS- 75017- FRANCE,accommodation,Paris,48.892142895,2.30190223297,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=215502,Double,148.72,FAUX,3,FAUX,VRAI,FAUX,2.32037069210456
28,HOTEL DE SUÈDE,31 RUE VANEAU - PARIS- 75007- FRANCE,accommodation,Paris,48.852587035,2.31932765158,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=215507,Double,170.72,VRAI,5,VRAI,VRAI,FAUX,3.70220619619136
29,FERTEL MAILLOT,269 BOULEVARD PEREIRE- PARIS- FRANCE,accommodation,Paris,48.87817,2.285204,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83267,Twin,102.96,FAUX,1,FAUX,VRAI,FAUX,1.99353088632441
30,SPORT HOTEL,258 AVENUE DAUMESNIL- PARIS- FRANCE,accommodation,Paris,48.836435,2.40416,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83268,Double,260.48,VRAI,3,FAUX,VRAI,FAUX,2.44594332156263
31,HOTEL LOUIS II SAINT GERMAIN DES PRÉS,2 RUE SAINT-SULPICE- PARIS- FRANCE,accommodation,Paris,48.851577,2.338209,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83272,Single,63.36,FAUX,1,FAUX,VRAI,FAUX,4.527999081742
32,EDOUARD VII HOTEL,39 AVENUE DE L'OPÉRA- PARIS- FRANCE,accommodation,Paris,48.868291,2.333096,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83283,Family,221.76,FAUX,4,VRAI,VRAI,FAUX,4.04771978018192
33,AUBERGE INTERNATIONALE DES JEUNES,10 RUE TROUSSEAU- PARIS- FRANCE,accommodation,Paris,48.851049,2.378708,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83284,Single,77.44,FAUX,1,FAUX,FAUX,FAUX,3.67579806183408
34,SEZZ HOTEL,6 AVENUE FREMIET- PARIS- FRANCE,accommodation,Paris,48.856563,2.285294,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83297,Family,154.88,FAUX,2,FAUX,VRAI,FAUX,2.19911903143573
35,HOTEL VENDOME SAINT-GERMAIN,8 RUE ARRAS- PARIS- FRANCE,accommodation,Paris,48.847403,2.351497,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83314,Single,75.68,VRAI,0,FAUX,VRAI,FAUX,4.70897363809087
36,HOTEL OPÉRA LAFAYETTE PARIS,80 RUE LA FAYETTE- PARIS- FRANCE,accommodation,Paris,48.876317,2.346032,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83317,Double,122.32,FAUX,4,VRAI,VRAI,FAUX,3.9832111988444
37,HOTEL MONCEAU ETOILE,64 RUE DE LÉVIS- PARIS- FRANCE,accommodation,Paris,48.884087,2.313275,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83320,Single,62.48,FAUX,2,VRAI,VRAI,FAUX,2.93248009643106
38,MILLENNIUM HOTEL PARIS OPERA,12 BOULEVARD HAUSSMANN- PARIS- FRANCE,accommodation,Paris,48.872436,2.337735,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83338,Double,148.72,FAUX,4,FAUX,VRAI,FAUX,4.03079799497298
39,HOTEL DE L'ACADEMIE,32 RUE DES SAINTS-PÈRES- PARIS- FRANCE,accommodation,Paris,48.855208,2.330718,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83342,Twin,184.8,VRAI,4,FAUX,VRAI,FAUX,4.20084722887651
40,FIAP JEAN MONNET,30 RUE CABANIS- PARIS- FRANCE,accommodation,Paris,48.830436,2.338048,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83343,Double,141.68,FAUX,2,FAUX,FAUX,FAUX,3.88265393009139
41,LE BELLECHASSE,8 RUE DE BELLECHASSE- PARIS- FRANCE,accommodation,Paris,48.859663,2.324052,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83347,Twin,92.4,VRAI,1,FAUX,VRAI,FAUX,3.8766300788575
42,ALOHA HOSTEL,1 RUE BORROMÉE- PARIS- FRANCE,accommodation,Paris,48.842141,2.304649,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83367,Single,79.2,FAUX,2,VRAI,FAUX,FAUX,2.99324592485819
43,CAULAINCOURT SQUARE HOSTEL,2 SQUARE CAULAINCOURT- PARIS- FRANCE,accommodation,Paris,48.889893,2.335842,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83368,Family,103.84,FAUX,2,FAUX,VRAI,FAUX,3.29411333079284
44,ABSOLUTE,1 RUE DE LA FONTAINE AU ROI- PARIS- FRANCE,accommodation,Paris,48.86883,2.36814,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83370,Twin,101.2,VRAI,4,FAUX,FAUX,FAUX,3.90834296213893
45,PERFECT HOTEL & HOSTEL,39 RUE RODIER- PARIS- FRANCE,accommodation,Paris,48.879892,2.343499,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83371,Single,70.4,FAUX,1,FAUX,VRAI,FAUX,3.80995702072388
46,HOTEL LE MEURICE,228 RUE DE RIVOLI- PARIS- FRANCE,accommodation,Paris,48.865131,2.328098,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83676,Double,130.24,VRAI,2,FAUX,VRAI,FAUX,3.95297864227254
47,STARHOTELS CASTILLE,37 RUE CAMBON- PARIS- FRANCE,accommodation,Paris,48.868313,2.326853,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83802,Twin,214.72,VRAI,2,FAUX,VRAI,VRAI,3.83217933346812
48,HOTEL DE LILLE,2 RUE DE MONTHOLON- PARIS- FRANCE,accommodation,Paris,48.87672,2.348478,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83867,Double,102.08,FAUX,2,FAUX,VRAI,FAUX,3.97250290102733
49,HOTEL HIDDEN,28 RUE DE L'ARC DE TRIOMPHE- PARIS- FRANCE,accommodation,Paris,48.877502,2.293529,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83986,Family,378.4,VRAI,3,FAUX,VRAI,VRAI,2.3440350839571
50,HOTEL MELIA ALEXANDER,102 AVENUE VICTOR HUGO- PARIS- FRANCE,accommodation,Paris,48.868777,2.282978,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85232,Single,110,FAUX,3,VRAI,FAUX,FAUX,2.02242490226844
51,HOTEL F1 PARIS PORTE DE CHÂTILLON,23 AVENUE DE LA PORTE DE CHÂTILLON- PARIS- FRANCE,accommodation,Paris,48.822703,2.316248,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85334,Single,105.6,FAUX,2,VRAI,VRAI,FAUX,3.02878233404046
52,ESPRIT SAINT GERMAIN,22 RUE SAINT-SULPICE- PARIS- FRANCE,accommodation,Paris,48.851443,2.33643,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85502,Single,70.4,FAUX,4,VRAI,VRAI,FAUX,4.44967810158137
53,WOODSTOCK HOSTEL,48 RUE RODIER- PARIS- FRANCE,accommodation,Paris,48.879866,2.34367,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85610,Single,103.84,FAUX,4,FAUX,FAUX,FAUX,3.81252793933478
54,HOTEL BALTIMORE PARIS,88BIS AVENUE KLÉBER- PARIS- FRANCE,accommodation,Paris,48.8664,2.289429,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85612,Single,82.72,FAUX,1,FAUX,VRAI,FAUX,2.32289266605831
55,EMERAUDE HOTEL MADELEINE PLAZA,33 PLACE DE LA MADELEINE- PARIS- FRANCE,accommodation,Paris,48.871016,2.324825,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85617,Single,78.32,FAUX,4,FAUX,VRAI,FAUX,3.6903665032262
56,PLUG-INN HOSTEL,7 RUE ARISTIDE BRUANT- PARIS- FRANCE,accommodation,Paris,48.88549,2.335176,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85705,Double,161.92,FAUX,3,FAUX,VRAI,FAUX,3.46447795463428
57,ALLEGRO,33 AVENUE DU DOCTEUR ARNOLD NETTER- PARIS- FRANCE,accommodation,Paris,48.843057,2.405134,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85736,Double,135.52,FAUX,4,FAUX,VRAI,FAUX,2.47351944869972
58,LE MAGELLAN,17-19 RUE JEAN-BAPTISTE DUMAS- PARIS- FRANCE,accommodation,Paris,48.883356,2.292356,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85739,Single,85.36,VRAI,4,FAUX,FAUX,FAUX,2.18518994893112
59,HOTEL COLOR DESIGN,35 RUE DE CITEAUX- PARIS- FRANCE,accommodation,Paris,48.849388,2.381003,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85801,Double,183.92,FAUX,2,VRAI,VRAI,FAUX,3.56771782150346
60,ATELIER MONTPARNASSE HOTEL PARIS,84 RUE RAYMOND LOSSERAND- PARIS- FRANCE,accommodation,Paris,48.833377,2.316839,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85864,Family,264.88,FAUX,3,VRAI,VRAI,FAUX,3.33885542826911
61,HOTEL DE BELLEVUE,67 RUE PHILIPPE DE GIRARD- PARIS- FRANCE,accommodation,Paris,48.886679,2.360878,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85889,Double,111.76,FAUX,3,FAUX,VRAI,FAUX,3.43933355956405
62,ADAGIO ACCESS PARIS PORTE DE CHARENTON,203 RUE DE PARIS- CHARENTON-LE-PONT- FRANCE,accommodation,Paris,48.829282,2.401198,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85891,Double,193.6,VRAI,5,VRAI,FAUX,FAUX,2.45562194790384
63,HOTEL FELICIEN PARIS,21 RUE FÉLICIEN DAVID- PARIS- FRANCE,accommodation,Paris,48.849343,2.274337,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85949,Double,345.84,VRAI,3,FAUX,FAUX,FAUX,1.714703434215
64,HOTEL DE BANVILLE,166 BOULEVARD BERTHIER- PARIS- FRANCE,accommodation,Paris,48.886443,2.294923,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=85967,Single,134.64,VRAI,4,FAUX,VRAI,FAUX,2.21592636608101
65,LE D'ARTAGNAN,80 RUE VITRUVE- PARIS- FRANCE,accommodation,Paris,48.859766,2.408006,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86142,Double,246.4,FAUX,3,FAUX,VRAI,FAUX,2.37350937850283
66,AVIATIC HOTEL,105 RUE DE VAUGIRARD- PARIS- FRANCE,accommodation,Paris,48.845369,2.321402,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86431,Twin,174.24,FAUX,3,FAUX,VRAI,FAUX,3.74312573169373
67,HOTEL DE LA PORTE DORÉE PARIS,273 AVENUE DAUMESNIL- PARIS- FRANCE,accommodation,Paris,48.836004,2.405898,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86662,Twin,114.4,FAUX,3,FAUX,VRAI,FAUX,2.36712734280866
68,BEST WESTERN HOTEL VICTOR HUGO,19 RUE COPERNIC- PARIS- FRANCE,accommodation,Paris,48.869106,2.289201,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86693,Double,120.56,VRAI,2,FAUX,FAUX,FAUX,2.28515658547568
69,YOUNG & HAPPY,80 RUE MOUFFETARD- PARIS- FRANCE,accommodation,Paris,48.842327,2.349633,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=86721,Double,179.52,FAUX,2,VRAI,VRAI,FAUX,4.5099189616105
70,LE VILLAGE HOSTEL,20 RUE D'ORSEL- PARIS- FRANCE,accommodation,Paris,48.883931,2.344239,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87011,Double,191.84,FAUX,5,FAUX,FAUX,FAUX,3.64005529021861
71,PAVILLON PÉREIRE ARC DE TRIOMPHE,51 BOULEVARD PEREIRE- PARIS- FRANCE,accommodation,Paris,48.887526,2.307994,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87048,Double,190.96,VRAI,3,VRAI,VRAI,FAUX,2.65694671730067
72,FRIENDS HOSTEL,122 BOULEVARD DE LA CHAPELLE- PARIS- FRANCE,accommodation,Paris,48.883981,2.350215,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87487,Single,88,FAUX,2,FAUX,FAUX,FAUX,3.65099711772884
73,HOTELIERE FRANCE HOTEL,82 AVENUE DU DOCTEUR ARNOLD NETTER- PARIS- FRANCE,accommodation,Paris,48.846435,2.406227,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87546,Double,161.92,FAUX,3,FAUX,VRAI,FAUX,2.44831014780131
74,HOTEL PULLMAN PARIS MONTPARNASSE,19 RUE DU COMMANDANT RENÉ MOUCHOTTE- PARIS- FRANCE,accommodation,Paris,48.838317,2.320033,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87614,Twin,110,FAUX,4,FAUX,VRAI,FAUX,3.5696508965504
75,AU PACIFIC,11 RUE FONDARY- PARIS- FRANCE,accommodation,Paris,48.84868,2.291937,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87664,Twin,105.6,FAUX,3,FAUX,VRAI,FAUX,2.48671324500042
76,LA RESERVE PARIS,3 AVENUE D'EYLAU- PARIS- FRANCE,accommodation,Paris,48.863489,2.285986,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87715,Double,220,VRAI,4,VRAI,VRAI,FAUX,2.19763694118587
77,HOTEL DE WEHA,205 AVENUE DE CHOISY- PARIS- FRANCE,accommodation,Paris,48.829978,2.356762,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87720,Twin,138.16,VRAI,2,FAUX,VRAI,FAUX,3.90853450386556
78,MANDARIN ORIENTAL PARIS,251 RUE SAINT-HONORÉ- PARIS- FRANCE,accommodation,Paris,48.867,2.327185,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87743,Twin,192.72,FAUX,5,FAUX,FAUX,FAUX,3.87613291103835
79,HOTEL ANGLETERRE,91 RUE LA BOÉTIE- PARIS- FRANCE,accommodation,Paris,48.871655,2.308005,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87792,Twin,246.4,VRAI,3,FAUX,VRAI,FAUX,3.03184724960439
80,BELAMBRA MAGENDIE,4 RUE MAGENDIE- PARIS- FRANCE,accommodation,Paris,48.834048,2.34615,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=87984,Double,322.08,VRAI,3,VRAI,VRAI,FAUX,4.13879794066396
81,HOTEL DE L'ORCHIDEE,65 RUE DE L'OUEST- PARIS- FRANCE,accommodation,Paris,48.835806,2.318922,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88306,Single,102.08,FAUX,4,VRAI,VRAI,FAUX,3.47296473015954
82,HOTEL INTERNATIONAL,6 RUE AUGUSTE BARBIER- PARIS- FRANCE,accommodation,Paris,48.868576,2.371547,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88312,Double,213.84,VRAI,2,VRAI,VRAI,FAUX,3.79345193594081
83,HOTEL MANET,15 RUE ÉDOUARD MANET- PARIS- FRANCE,accommodation,Paris,48.832908,2.35726,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88316,Single,105.6,FAUX,3,VRAI,FAUX,FAUX,4.02165901789569
84,HOTEL DES OLYMPIADES,22 SQUARE DE CLIGNANCOURT- PARIS- FRANCE,accommodation,Paris,48.893665,2.347118,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88729,Twin,105.6,FAUX,4,FAUX,VRAI,FAUX,3.22419603660726
85,LUX HOTEL PICPUS,74 BOULEVARD DE PICPUS- PARIS- FRANCE,accommodation,Paris,48.845529,2.401964,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88778,Double,134.64,FAUX,5,FAUX,VRAI,FAUX,2.62921613518197
86,L'ATELIER SAINT-GERMAIN,49 RUE VAVIN- PARIS- FRANCE,accommodation,Paris,48.842615,2.32884,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88936,Twin,127.6,FAUX,4,FAUX,FAUX,FAUX,4.00133558820348
87,HOTEL O,19 RUE HÉROLD- PARIS- FRANCE,accommodation,Paris,48.865103,2.341862,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=88960,Double,191.84,VRAI,5,VRAI,VRAI,FAUX,4.40165115123581
88,SOURCE HOTEL PARIS,135 AVENUE DE SAINT-OUEN- PARIS- FRANCE,accommodation,Paris,48.896373,2.328426,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89098,Single,64.24,FAUX,0,FAUX,VRAI,FAUX,2.90492624004069
89,HOTEL DE LA COMETE,196 BOULEVARD DE LA VILLETTE- PARIS- FRANCE,accommodation,Paris,48.88222,2.370503,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89748,Twin,145.2,FAUX,3,FAUX,VRAI,FAUX,3.4090460228401
90,THE LOFT HOSTEL PARIS,70 RUE JULIEN LACROIX- PARIS- FRANCE,accommodation,Paris,48.872229,2.382557,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=89925,Double,217.36,VRAI,2,FAUX,VRAI,FAUX,3.29488985706698
91,WARWICK CHAMPS-ELYSEES,5 RUE DE BERRI- PARIS- FRANCE,accommodation,Paris,48.872078,2.303271,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90096,Double,196.24,FAUX,4,VRAI,VRAI,FAUX,2.83270025547919
92,HOTEL IBIS BUDGET PARIS PORTE D'ORLÉANS,21 BOULEVARD ROMAIN ROLLAND- PARIS- FRANCE,accommodation,Paris,48.819515,2.326528,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90206,Double,131.12,VRAI,2,FAUX,VRAI,FAUX,3.21324573297154
93,HOTEL ATMOSPHERES,31 RUE DES ÉCOLES- PARIS- FRANCE,accommodation,Paris,48.848627,2.348085,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90317,Twin,391.6,VRAI,4,FAUX,VRAI,VRAI,4.7870466370934
94,HOTEL VICTORIA - PARIS,47 RUE BOBILLOT- PARIS- FRANCE,accommodation,Paris,48.828256,2.352982,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90518,Single,105.6,FAUX,4,FAUX,VRAI,FAUX,3.87569271807236
95,MAISON ZEN,35 RUE DE LYON- PARIS- FRANCE,accommodation,Paris,48.848291,2.37112,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90666,Double,331.76,FAUX,5,FAUX,VRAI,FAUX,3.98885676655735
96,HOTEL ARMONI,7 VILLA BERTHIER- PARIS- FRANCE,accommodation,Paris,48.885102,2.293064,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=90713,Single,73.92,FAUX,3,FAUX,VRAI,FAUX,2.17545673119176
97,MODERN'S HOTEL- PARIS,11 RUE D'AUSTERLITZ- PARIS- FRANCE,accommodation,Paris,48.84711,2.37072,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91268,Family,146.96,FAUX,3,FAUX,VRAI,FAUX,3.99293914193944
98,AUBERGE DE JEUNESSE PARIS PAJOL,RUE PAJOL- PARIS- FRANCE,accommodation,Paris,48.888904,2.362644,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91345,Single,71.28,FAUX,3,FAUX,VRAI,FAUX,3.32007306112356
99,RESIDENCE LACORDAIRE,50 RUE LACORDAIRE- PARIS- FRANCE,accommodation,Paris,48.841428,2.281898,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91646,Twin,274.56,FAUX,4,VRAI,VRAI,FAUX,2.00591914746223
100,HOTEL LE PIERRE ARC DE TRIOMPHE,25 RUE THÉODORE DE BANVILLE- PARIS- FRANCE,accommodation,Paris,48.88271,2.298261,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91748,Single,72.16,FAUX,2,FAUX,VRAI,FAUX,2.42660920501372
101,IBIS STYLES PORTE D'ORLÉANS,41 AVENUE ARISTIDE BRIAND- MONTROUGE- FRANCE,accommodation,Paris,48.818929,2.32582,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=91891,Double,156.64,FAUX,3,VRAI,VRAI,FAUX,3.17449277827972
102,HOTEL DU LOUVRE,PLACE ANDRÉ MALRAUX- PARIS- FRANCE,accommodation,Paris,48.862937,2.33568,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=83339,Family,296.56,VRAI,4,FAUX,VRAI,FAUX,4.28679512104793
