user_id,hotel_id,note
48,1507,7
49,107,2
49,148,1
49,150,7
49,179,5
49,413,3
49,1066,4
49,1085,2
49,1096,2
49,1219,2
49,1228,1
49,1598,3
49,1700,3
50,2,5
50,79,0
50,608,4
50,1053,2
50,1215,4
50,1377,2
50,1506,4
50,1586,0
51,397,2
51,433,5
51,719,3
51,796,5
51,900,4
51,953,2
51,1180,4
51,1286,1
51,1355,3
51,1369,6
51,1748,2
52,31,0
52,49,0
52,167,0
52,270,1
52,505,3
52,734,1
52,808,0
52,1332,1
52,1363,3
52,1424,7
52,1455,2
52,1711,0
52,1716,6
53,27,5
53,166,2
53,210,6
53,602,6
53,1094,2
54,78,3
54,142,0
54,524,0
54,1158,1
54,1594,2
55,149,4
55,513,5
55,638,6
55,1010,1
55,1551,6
55,1629,2
56,11,0
56,102,3
56,159,4
56,279,0
56,283,3
56,891,0
56,1123,8
57,278,7
57,745,5
57,1036,3
57,1072,4
57,1578,5
58,142,1
58,213,2
58,930,2
58,1064,3
58,1288,2
58,1346,2
58,1396,2
58,1470,2
58,1612,2
58,1710,1
58,1740,5
59,78,0
59,100,0
59,184,3
59,218,3
59,267,3
59,825,5
59,1096,4
59,1366,4
59,1522,2
59,1544,4
59,1546,1
59,1594,0
60,128,2
60,381,1
60,557,2
60,589,2
60,607,2
60,898,1
61,195,5
61,646,5
61,1036,3
61,1072,7
61,1121,1
61,1355,4
61,1383,1
62,116,6
62,161,2
62,408,1
62,518,4
62,605,4
62,782,0
62,980,3
62,1244,2
62,1251,2
62,1303,4
62,1523,2
62,1528,4
62,1692,4
62,1727,2
63,43,6
63,228,0
63,434,0
63,558,6
63,1727,5
64,306,3
64,364,4
64,520,8
64,617,0
64,774,2
64,935,0
64,1179,2
64,1747,2
65,4,3
65,22,1
65,92,0
65,392,1
65,736,3
65,814,0
65,1034,3
65,1126,2
65,1431,2
65,1503,1
65,1615,4
65,1620,6
66,551,2
66,758,4
66,862,3
66,963,2
66,1109,3
66,1348,3
67,75,2
67,380,2
67,480,4
67,549,4
67,659,3
67,726,2
67,774,3
67,792,3
67,961,3
67,1076,3
67,1185,5
67,1208,4
67,1232,5
67,1319,0
68,153,2
68,400,2
68,763,5
68,784,3
68,790,2
68,944,1
68,1415,2
68,1530,1
68,1575,2
68,1712,0
69,79,3
69,175,3
69,268,1
69,402,1
69,621,2
69,639,2
69,736,3
69,800,4
69,1012,1
69,1122,3
69,1173,1
69,1291,2
69,1497,2
69,1763,2
70,198,1
70,388,1
70,455,1
70,478,2
70,765,1
70,884,3
70,908,3
70,959,4
70,1140,3
70,1145,2
70,1426,1
70,1474,4
70,1528,2
70,1710,1
71,613,0
71,799,3
71,936,2
71,1033,4
71,1430,2
71,1746,3
72,209,3
72,248,4
72,501,1
72,506,2
72,684,4
72,925,2
72,1246,2
72,1616,2
72,1643,0
72,1695,3
73,138,3
73,314,4
73,456,4
73,1515,4
73,1737,4
74,11,1
74,214,4
74,512,2
74,577,2
74,1319,1
74,1550,0
74,1661,3
75,155,4
75,534,3
75,1060,5
75,1378,5
75,1409,5
75,1453,6
75,1455,3
75,1602,4
76,219,1
76,532,0
76,718,5
76,814,0
76,852,3
76,916,1
76,1055,1
76,1514,4
76,1601,6
76,1711,1
77,165,2
77,267,0
77,337,1
77,444,0
77,800,4
77,954,2
77,1020,0
77,1229,0
77,1648,3
77,1743,7
78,250,0
78,347,3
78,636,4
78,940,5
78,951,1
78,1087,4
78,1394,3
78,1432,6
78,1486,1
78,1525,3
78,1688,3
79,65,4
79,110,3
79,1182,4
79,1319,2
79,1350,3
80,323,2
80,327,3
80,533,2
80,569,3
80,634,2
80,755,3
80,835,1
80,1234,3
80,1372,2
80,1665,1
80,1673,2
81,103,3
81,230,0
81,337,3
81,458,2
81,803,1
81,863,2
81,888,1
81,947,3
81,1057,4
81,1267,1
81,1374,3
81,1384,2
81,1426,1
82,169,3
82,464,4
82,530,2
82,674,3
82,683,3
82,1127,5
82,1285,2
83,58,0
83,235,2
83,250,4
83,256,3
83,381,0
83,512,3
83,513,0
83,561,0
83,865,0
83,959,2
83,1041,0
83,1162,0
83,1248,0
83,1332,0
83,1442,0
84,124,4
84,127,4
84,336,4
84,532,1
84,788,0
84,1211,2
85,160,1
85,263,0
85,345,3
85,914,3
85,1486,1
85,1505,2
85,1522,5
85,1531,5
86,109,0
86,205,3
86,293,1
86,445,4
86,559,1
86,670,5
86,707,3
86,830,1
86,837,3
86,1728,4
86,1757,4
87,221,6
87,288,4
87,325,2
87,466,1
87,477,2
87,661,5
87,771,2
87,795,1
87,858,1
87,961,4
87,979,5
87,1268,5
87,1561,5
88,13,1
88,20,1
88,86,4
88,312,5
88,464,3
88,494,3
88,549,2
88,921,2
88,956,2
88,1012,2
88,1048,2
88,1064,3
88,1497,1
88,1628,3
89,113,1
89,434,2
89,533,1
89,724,0
89,913,3
89,972,2
89,1048,2
89,1109,3
89,1132,1
89,1206,1
89,1207,1
89,1463,3
89,1564,2
89,1750,2
90,184,2
90,202,0
90,235,1
90,273,3
90,489,2
90,580,2
90,621,3
90,696,0
90,1004,1
90,1197,4
90,1550,1
90,1717,2
90,1741,2
91,18,0
91,112,4
91,367,1
91,376,0
91,433,0
91,484,3
91,989,0
91,1068,3
91,1191,0
91,1221,0
91,1280,4
91,1282,0
91,1639,5
91,1683,0
91,1709,0
92,89,2
92,242,4
92,398,3
92,444,3
92,867,4
93,1,2
93,45,2
93,123,4
93,178,2
93,320,3
93,484,2
93,746,0
93,840,2
93,1026,1
93,1284,4
93,1385,3
93,1579,3
93,1653,1
94,14,3
94,368,2
94,643,4
94,719,2
94,1366,1
95,91,3
95,138,3
95,410,5
95,669,2
95,1122,4
96,65,3
96,804,4
96,917,2
96,1103,1
96,1212,1
96,1243,3
96,1387,3
96,1555,2
96,1612,0
96,1746,1
96,1763,2
97,192,4
97,205,5
97,449,6
97,592,4
97,836,3
97,1233,1
97,1309,5
97,1433,4
98,62,0
98,154,2
98,240,3
98,250,5
98,276,2
98,452,6
98,489,2
98,666,3
98,829,6
98,1071,2
98,1166,2
98,1321,2
98,1448,1
99,564,5
99,636,3
99,647,3
99,663,3
99,696,2
99,1152,2
99,1347,2
99,1407,3
99,1441,2
99,1479,2
99,1547,2
99,1642,3
100,131,0
100,216,4
100,551,1
100,790,3
100,838,2
100,1013,3
100,1023,4
100,1585,3
101,450,4
101,517,3
101,902,5
101,1090,5
101,1284,3
101,1335,4
101,1459,4
101,1480,5
102,248,3
102,441,0
102,691,1
102,728,1
102,736,5
102,804,2
102,810,5
102,849,3
102,871,3
102,949,3
102,1012,3
102,1035,4
102,1490,3
102,1587,4
102,1751,1
103,21,2
103,93,4
103,344,2
103,668,1
103,774,0
103,854,2
103,1066,3
103,1207,2
103,1350,3
103,1532,3
103,1646,2
104,37,1
104,126,1
104,188,0
104,201,5
104,251,5
104,437,0
104,471,4
104,514,0
104,1544,1
105,66,2
105,134,0
105,478,2
105,666,2
105,681,2
105,696,3
105,799,1
105,811,2
105,838,5
105,950,2
105,977,1
105,985,3
105,1261,0
105,1334,3
106,241,2
106,370,4
106,430,2
106,459,4
106,775,4
106,828,4
106,1000,3
106,1344,1
107,43,7
107,66,5
107,134,5
107,145,4
107,573,3
107,670,6
107,913,4
107,922,2
107,1302,7
107,1309,5
107,1491,4
108,309,3
108,420,6
108,514,3
108,670,3
108,709,5
108,769,2
108,791,1
108,815,3
108,961,2
108,988,4
108,1110,3
108,1329,0
108,1516,1
109,22,4
109,158,3
109,175,3
109,211,1
109,354,2
109,467,0
109,531,3
109,793,3
109,990,2
109,1121,0
109,1170,2
109,1704,3
110,283,0
110,377,6
110,442,0
110,539,5
110,551,4
110,579,2
110,793,2
110,1109,2
110,1226,1
110,1233,3
111,19,3
111,256,2
111,354,2
111,415,5
111,456,1
111,603,1
111,911,0
111,1114,5
111,1177,4
111,1276,6
111,1737,2
112,366,3
112,817,4
112,818,4
112,1362,3
112,1393,3
112,1402,0
112,1491,2
113,105,4
113,118,0
113,224,3
113,537,4
113,826,2
113,937,0
113,978,0
113,1004,0
113,1110,1
113,1290,0
113,1456,0
113,1550,5
113,1642,0
114,3,2
114,275,2
114,324,3
114,410,2
114,804,1
114,1136,1
114,1764,3
115,223,3
115,389,4
115,704,4
115,1081,3
115,1108,2
115,1593,1
116,129,4
116,298,4
116,368,2
116,446,3
116,492,5
116,648,3
116,680,5
116,1246,4
116,1293,3
116,1372,3
116,1459,2
116,1484,4
116,1637,1
116,1720,3
117,79,2
117,111,1
117,142,4
117,421,4
117,968,3
117,1180,5
117,1686,2
118,28,2
118,44,3
118,1183,2
118,1251,1
118,1307,4
118,1481,3
118,1654,2
118,1675,2
118,1686,3
118,1765,0
119,385,1
119,476,0
119,518,2
119,794,1
119,811,6
119,927,1
119,959,6
119,1170,7
119,1209,0
119,1229,0
119,1510,4
119,1618,2
119,1665,0
119,1726,1
120,209,4
120,460,1
120,673,6
120,1090,1
120,1228,1
120,1434,4
121,311,5
121,532,1
121,777,3
121,805,2
121,1029,3
121,1190,6
121,1465,1
121,1545,2
121,1724,4
122,205,2
122,250,3
122,448,2
122,474,2
122,648,1
122,695,0
122,905,5
122,1088,0
122,1175,3
122,1256,0
122,1379,0
122,1380,3
122,1418,1
122,1504,1
122,1584,4
123,90,3
123,99,4
123,180,1
123,500,3
123,529,1
123,551,2
123,660,5
123,770,2
123,1380,1
123,1741,3
124,452,4
124,480,4
124,668,5
124,887,4
124,1048,5
124,1079,2
124,1153,5
124,1228,2
124,1591,1
124,1737,1
125,560,8
125,738,0
125,849,3
125,1212,3
125,1314,2
125,1342,4
126,333,4
126,378,2
126,639,3
126,771,3
126,894,1
126,1125,5
127,162,4
127,297,3
127,437,0
127,528,3
127,962,1
127,1355,2
127,1643,2
128,33,2
128,466,1
128,852,0
128,955,5
128,1189,3
128,1209,1
128,1340,1
128,1374,3
128,1526,0
128,1539,3
128,1652,3
129,341,1
129,360,4
129,620,2
129,622,6
129,645,3
129,770,3
130,209,3
130,363,5
130,495,0
130,874,4
130,888,4
130,906,5
130,1059,6
130,1240,3
130,1330,3
130,1437,5
130,1641,5
131,492,6
131,850,3
131,1028,2
131,1063,2
131,1097,4
131,1242,0
131,1432,7
131,1554,6
132,28,3
132,307,2
132,392,0
132,450,2
132,951,0
132,956,3
132,1049,4
132,1160,1
132,1238,5
132,1304,1
132,1312,3
132,1494,3
132,1517,3
132,1535,0
132,1558,3
133,64,1
133,149,1
133,422,3
133,524,3
133,598,5
133,636,4
133,696,4
133,815,3
133,1499,3
133,1601,5
133,1674,2
133,1708,3
134,216,3
134,375,1
134,387,1
134,532,1
134,587,2
134,928,3
134,945,2
134,1292,0
134,1306,1
134,1435,3
134,1687,3
135,450,2
135,507,0
135,695,0
135,703,0
135,1476,1
135,1525,0
135,1562,0
136,226,7
136,251,4
136,477,0
136,478,1
136,490,4
136,726,3
136,745,2
136,964,0
136,1098,0
136,1551,1
136,1697,0
137,403,3
137,610,3
137,773,1
137,790,3
137,836,2
137,925,4
137,949,2
137,1130,3
137,1329,4
137,1395,3
137,1671,3
138,10,1
138,261,2
138,336,2
138,428,0
138,641,2
138,874,0
138,901,2
138,1133,3
138,1149,1
138,1157,2
139,37,4
139,351,3
139,1051,1
139,1086,6
139,1225,1
139,1321,1
139,1571,6
139,1613,6
139,1667,4
140,136,6
140,398,3
140,647,3
140,670,3
140,799,0
140,958,1
140,1071,3
140,1141,5
140,1286,0
140,1511,6
140,1534,1
140,1685,5
140,1687,6
141,277,1
141,624,2
141,680,1
141,830,2
141,845,3
141,1205,1
142,3,5
142,261,1
142,341,1
142,361,1
142,619,0
142,694,3
142,836,1
142,942,2
142,1254,4
142,1328,4
142,1344,2
142,1609,3
142,1680,2
142,1701,1
143,28,5
143,141,5
143,204,5
143,460,0
143,497,6
143,830,5
143,1391,3
143,1452,6
144,106,0
144,155,0
144,340,0
144,348,0
144,387,0
144,533,0
144,560,4
144,619,0
144,806,0
144,828,4
144,829,0
144,1300,0
145,19,0
145,526,1
145,827,2
145,859,1
145,895,1
145,1020,2
145,1105,3
145,1244,1
145,1275,2
145,1448,2
145,1474,3
145,1596,1
146,221,4
146,298,4
146,494,4
146,787,2
147,298,2
147,873,5
147,1127,4
147,1357,2
147,1651,5
148,199,3
148,266,3
148,445,3
148,456,1
148,627,1
148,788,3
148,1190,4
149,128,5
149,270,1
149,337,2
149,1330,5
149,1577,3
150,202,4
150,226,1
150,616,1
150,924,2
150,1180,3
150,1433,4
150,1689,4
151,77,0
151,108,0
151,258,0
151,493,1
151,533,0
151,708,0
151,778,0
151,1132,4
151,1197,0
151,1412,1
151,1425,5
151,1583,0
151,1606,0
151,1671,0
152,686,2
152,695,2
152,730,5
152,789,4
152,831,3
152,1069,2
152,1075,4
152,1151,2
152,1202,2
152,1387,2
152,1390,0
152,1429,0
152,1478,1
152,1581,0
152,1745,2
153,108,2
153,467,3
153,570,5
153,619,1
153,1550,5
153,1660,1
154,140,2
154,599,2
154,662,5
154,727,3
154,825,1
154,1180,1
154,1355,1
154,1356,4
154,1430,1
154,1487,4
154,1495,1
154,1597,2
154,1683,2
155,38,3
155,85,1
155,741,4
155,754,2
155,772,1
155,814,3
155,1079,1
155,1371,3
155,1373,2
155,1421,2
155,1436,1
155,1631,1
155,1730,3
156,42,3
156,224,3
156,609,0
156,837,4
156,871,7
156,925,0
156,1134,0
156,1193,2
156,1295,0
156,1313,0
156,1382,6
157,325,2
157,326,5
157,392,1
157,569,3
157,611,4
157,654,3
157,758,2
157,864,1
157,962,0
158,55,4
158,116,0
158,145,4
158,229,3
158,506,1
158,973,0
158,1155,7
158,1216,2
158,1514,4
158,1642,4
158,1698,4
158,1712,1
159,52,2
159,201,2
159,327,5
159,644,2
159,801,3
159,1007,3
159,1456,2
160,29,2
160,63,5
160,216,2
160,635,2
160,806,0
160,833,3
160,1094,2
160,1097,0
160,1122,0
160,1128,6
160,1282,1
160,1489,0
160,1664,1
161,67,3
161,170,5
161,226,3
161,284,3
161,382,3
161,463,4
161,605,4
161,624,0
161,932,1
161,1245,4
161,1346,4
161,1513,3
162,85,3
162,337,3
162,611,2
162,905,3
162,978,1
162,1014,4
162,1116,2
162,1177,4
163,60,7
163,263,1
163,665,3
163,763,6
163,830,3
163,1009,5
164,506,1
164,670,6
164,902,0
164,1060,0
164,1338,5
165,298,5
165,579,5
165,619,1
165,654,5
165,701,2
165,711,3
165,717,5
165,782,3
165,841,4
165,853,5
165,1050,2
165,1063,2
165,1544,3
165,1615,4
165,1683,1
166,74,0
166,120,0
166,776,4
166,1040,5
166,1048,5
166,1105,0
166,1460,1
166,1545,0
166,1671,0
167,111,1
167,291,0
167,1196,5
167,1271,3
167,1722,7
168,120,5
168,331,1
168,822,3
168,864,3
168,1025,3
168,1265,2
168,1328,2
169,86,5
169,613,5
169,911,3
169,954,0
169,1191,2
169,1361,3
169,1364,4
169,1532,3
169,1758,4
170,39,4
170,67,3
170,220,3
170,259,3
170,331,5
170,416,4
170,755,7
170,822,2
170,863,5
170,952,2
170,1016,3
170,1084,2
170,1488,4
170,1512,1
171,150,4
171,629,0
171,678,2
171,905,6
171,1147,2
171,1151,0
171,1353,0
171,1367,1
171,1527,3
171,1666,1
172,180,0
172,411,6
172,1010,2
172,1337,1
172,1727,4
173,119,2
173,371,4
173,419,3
173,446,5
173,533,6
173,706,3
173,747,5
173,1237,3
173,1239,2
173,1276,2
173,1292,4
173,1323,0
173,1479,2
173,1508,4
173,1586,1
174,370,3
174,579,4
174,1125,3
174,1175,4
174,1718,3
175,74,4
175,89,1
175,256,1
175,485,4
175,535,4
175,646,1
175,763,4
175,916,0
175,920,5
175,1126,4
175,1302,5
175,1678,5
175,1750,5
176,22,0
176,101,3
176,222,0
176,251,4
176,698,2
176,908,2
176,1044,4
176,1059,3
176,1066,4
176,1162,2
176,1363,3
176,1730,2
177,6,0
177,162,3
177,331,1
177,454,6
177,477,4
177,567,1
177,605,5
177,1629,2
178,64,2
178,178,2
178,762,3
178,1043,4
178,1139,4
178,1558,2
179,308,3
179,430,1
179,495,1
179,650,1
179,686,3
179,692,1
179,721,3
179,739,1
179,892,1
179,1006,3
179,1121,1
179,1536,0
179,1682,0
179,1751,1
180,299,1
180,806,2
180,909,1
180,1145,3
180,1654,3
181,103,2
181,158,2
181,294,1
181,612,2
181,637,1
181,856,1
181,917,1
181,931,0
181,943,4
181,1005,1
181,1077,1
181,1187,2
181,1204,3
181,1275,1
181,1619,2
182,232,2
182,382,2
182,448,2
182,470,2
182,691,0
182,704,4
182,839,0
182,1079,2
182,1563,2
182,1705,1
183,38,5
183,289,1
183,427,4
183,714,3
183,804,2
183,878,2
183,944,3
183,949,3
183,1010,2
183,1012,3
183,1290,3
183,1628,5
183,1667,2
184,73,0
184,415,0
184,514,0
184,693,0
184,902,0
184,1049,0
184,1204,0
184,1252,5
184,1558,5
184,1566,0
185,273,0
185,373,3
185,648,3
185,792,3
185,1080,3
185,1547,4
186,54,3
186,61,3
186,179,4
186,482,2
186,1158,3
186,1267,2
186,1361,3
186,1548,3
186,1707,4
187,41,0
187,193,0
187,799,1
187,937,0
187,1115,1
187,1310,2
187,1515,6
187,1578,5
188,41,2
188,290,7
188,569,4
188,811,2
188,908,3
188,929,1
188,1242,1
188,1575,0
188,1622,2
189,278,0
189,340,0
189,389,0
189,1207,4
189,1483,0
190,66,5
190,231,5
190,242,5
190,355,5
190,598,6
190,639,4
190,657,6
190,1299,2
190,1386,1
190,1507,1
190,1569,5
190,1715,2
191,51,1
191,181,0
191,579,0
191,758,0
191,894,2
191,929,0
191,1014,0
191,1163,0
191,1226,4
191,1510,4
191,1511,1
191,1545,0
191,1640,0
191,1745,4
192,7,2
192,279,0
192,300,0
192,321,2
192,368,5
192,550,0
192,1019,0
192,1129,2
192,1280,4
192,1343,2
192,1557,4
192,1631,2
192,1668,5
193,27,3
193,132,4
193,273,5
193,346,3
193,822,3
193,942,3
193,1070,1
193,1138,4
193,1431,2
193,1614,2
193,1712,4
194,79,1
194,297,5
194,527,2
194,856,3
194,949,2
194,1013,4
194,1020,1
194,1097,0
194,1381,3
194,1391,2
194,1432,2
194,1460,3
194,1498,4
194,1518,3
195,83,4
195,828,4
195,1160,1
195,1305,3
195,1359,7
196,6,0
196,24,5
196,382,3
196,528,2
196,571,1
196,758,5
196,850,1
196,908,3
196,922,1
196,1066,4
196,1248,3
196,1308,1
196,1383,4
196,1444,4
196,1763,1
197,383,2
197,646,1
197,659,4
197,676,1
197,719,4
197,726,4
197,740,1
197,1038,4
197,1141,6
197,1274,1
198,177,0
198,318,0
198,486,3
198,590,2
198,715,0
198,768,3
198,830,4
198,1199,0
198,1319,2
198,1406,0
198,1687,0
198,1689,0
198,1765,1
199,145,3
199,320,7
199,404,4
199,524,2
199,559,4
199,586,5
199,669,4
199,1082,2
199,1132,2
199,1136,3
199,1171,3
199,1530,0
199,1655,3
200,47,1
200,215,0
200,372,0
200,405,0
200,431,5
200,443,1
200,458,1
200,838,0
200,853,1
200,854,0
200,976,2
200,1098,0
200,1253,0
201,221,4
201,397,2
201,652,1
201,660,3
201,800,2
201,804,2
201,1140,5
201,1506,6
201,1686,3
201,1698,5
202,105,2
202,201,0
202,261,3
202,517,2
202,668,3
202,1019,3
202,1574,2
202,1634,0
202,1638,2
202,1763,1
203,104,5
203,167,0
203,363,0
203,612,0
203,713,0
203,750,2
203,978,0
203,1072,0
203,1176,3
203,1212,2
203,1449,0
204,29,1
204,147,3
204,293,4
204,351,3
204,352,0
204,428,2
204,445,2
204,917,2
204,1065,1
204,1265,2
204,1427,1
205,332,1
205,449,4
205,617,4
205,773,2
205,911,2
205,1009,4
205,1133,2
205,1402,2
205,1452,3
205,1547,3
206,96,2
206,130,1
206,282,3
206,337,3
206,525,2
206,534,1
206,581,3
206,647,3
206,965,2
206,1584,3
206,1710,1
206,1739,3
207,126,3
207,148,0
207,442,1
207,576,5
207,615,3
207,632,0
207,916,0
207,1100,2
207,1133,2
207,1185,3
207,1195,5
207,1351,4
207,1442,3
207,1666,1
207,1749,3
208,117,2
208,342,3
208,395,2
208,398,1
208,625,1
208,750,4
208,761,3
208,1068,0
208,1232,2
208,1320,1
208,1410,1
208,1718,4
208,1724,1
209,51,3
209,364,1
209,415,5
209,523,3
209,537,2
209,694,3
209,730,3
209,994,0
209,1093,1
209,1423,2
209,1507,1
209,1510,4
209,1593,2
210,494,1
210,775,1
210,859,1
210,865,0
210,1128,5
210,1277,2
210,1406,0
210,1419,2
210,1455,4
210,1563,3
210,1567,1
210,1576,2
210,1732,2
211,98,0
211,207,2
211,500,0
211,633,5
211,1127,0
211,1144,1
211,1293,3
211,1393,1
212,53,0
212,99,0
212,396,3
212,773,0
212,912,0
212,1138,0
212,1139,0
212,1205,0
213,67,5
213,76,4
213,202,4
213,240,2
213,539,3
213,629,0
213,671,3
213,710,2
213,804,3
213,844,3
213,1311,6
213,1435,3
213,1514,3
213,1586,1
213,1725,4
214,42,6
214,336,2
214,500,2
214,612,5
214,1033,5
214,1423,4
214,1524,5
214,1661,5
215,43,5
215,57,6
215,101,2
215,277,0
215,337,6
215,673,5
215,682,0
215,1165,2
215,1275,2
215,1476,0
216,126,0
216,183,0
216,242,0
216,343,1
216,547,6
216,649,0
216,762,0
216,1228,3
216,1418,3
216,1455,6
217,574,0
217,615,3
217,689,0
217,789,3
217,804,1
217,813,5
217,827,2
217,858,2
217,882,0
217,917,1
217,1055,4
217,1331,4
217,1354,5
218,29,0
218,168,5
218,387,2
218,751,3
218,1037,3
218,1361,4
218,1503,1
218,1534,2
219,155,0
219,156,4
219,444,4
219,457,0
219,600,1
219,603,2
219,735,1
219,794,1
219,926,0
219,998,2
219,1316,1
219,1540,5
219,1556,3
219,1581,0
219,1693,3
220,808,4
